id,sourceUrl,sourceName,title,summary,extendedIngredients,servings,readyInMinutes,instructions,image
649926,http://www.foodista.com/recipe/TTYRBZGX/lentil-rice-soup,Foodista,Lentil Rice Soup,"You can never have too many main course recipes, so give Lentil Rice Soup a try. This recipe makes 10 servings with  204 calories ,  13g of protein , and  1g of fat  each. For  41 cents per serving , this recipe  covers 16%  of your daily requirements of vitamins and minerals. This recipe is liked by 1 foodies and cooks. It is brought to you by Foodista. It will be a hit at your  Autumn  event. Head to the store and pick up lentils, pepper, vegetable stock, and a few other things to make it today. From preparation to the plate, this recipe takes around  45 minutes . It is a good option if you're following a  gluten free, dairy free, lacto ovo vegetarian, and vegan  diet. Overall, this recipe earns an  outstanding spoonacular score of 90% . If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/rice-and-lentil-soup-in-a-jar-456429"">Rice and Lentil Soup in a Jar</a>, <a href=""https://spoonacular.com/recipes/lentil-and-brown-rice-soup-33896"">Lentil And Brown Rice Soup</a>, and <a href=""https://spoonacular.com/recipes/brown-rice-lentil-and-spinach-soup-19780"">Brown Rice, Lentil, And Spinach Soup</a>.","1 large bay leaf, 1/2 cup brown rice, 1 carrot chopped, 1 celery stalk chopped, 1 lb dried lentils, 1/2 teaspoon dried tarragon, 1 medium onion , chopped, 1/4 teaspoon pepper, Vegetable salt to taste, 2 cups vegetable stock or canned broth, 8 cups cold water",10,45,"<ol><li>Place lentils in a saucepan and cover with water; soak for a few hours or overnight. Drain and add all ingredients except rice. Cook over low heat, covered, about 1 hour, or till lentils are soft. After 1 hour, add brown rice. Cook longer, stirring occasionally. Remove from heat. With a wooden spoon, crush some of the cooked lentils to thicken soup. Remove bay leaf and cloves before serving. </li></ol>",https://spoonacular.com/recipeImages/649926-556x370.jpg
653682,http://www.foodista.com/recipe/RD2F8BLT/one-pot-veggie-quinoa,Foodista,One Pot Veggie Quinoa,"One Pot Veggie Quinoa takes around  45 minutes  from beginning to end. Watching your figure? This gluten free and lacto ovo vegetarian recipe has  439 calories ,  18g of protein , and  19g of fat  per serving. This recipe serves 4. For  $2.43 per serving , this recipe  covers 30%  of your daily requirements of vitamins and minerals. 1 person has made this recipe and would make it again. It is brought to you by Foodista. If you have peppers, garlic, water, and a few other ingredients on hand, you can make it. It works well as a main course. With a spoonacular  score of 93% , this dish is outstanding. Similar recipes are <a href=""https://spoonacular.com/recipes/one-pot-veggie-quinoa-1285235"">One Pot Veggie Quinoa</a>, <a href=""https://spoonacular.com/recipes/one-pot-veggie-quinoa-1245897"">One Pot Veggie Quinoa</a>, and <a href=""https://spoonacular.com/recipes/veggie-wraps-with-quinoa-1214725"">Veggie Wraps with Quinoa</a>.","1 cup broccoli florets, ½ cup burrata, ½ cup crinkled carrots, 1 cup cauliflower florets, 1 tsp dried basil, 3 cloves of garlic, minced, or chopped, 1 cup green peppers (chopped), 1 tbsp ketchup, 2 tbsp olive oil, 1 tsp oregano, 1 tsp crushed pepper, 1 ½ cup dry quinoa (rinsed), 3 whole roma tomatoes (blanched, peeled and chopped), a pinch of (sea) salt, 3 cups water, 6 whole white mushrooms (sliced), 6 whole white mushrooms (sliced), 1 cup yellow onions (chopped",4,45,"<ol><li>1. Heat oil in a wok/skillet/nonstick saucepan. Add all the herbs including garlic in the warm oil.</li><li>2. Immediately add onions to it and saut until golden brown.</li><li>3. Add green pepper, broccoli, cauliflower and cover and cook for few minutes. The veggies should be slightly soft but crunchy.</li><li>4. Add crinkled carrots and saut for 1 minute. Add tomatoes and again cover and cook for few minutes, until the tomatoes release its juice.</li><li>5. Add burrata cheese to get the creamy texture. Cover and cook again for 2 minutes.</li><li>6. Add salt, ketchup and quinoa. Saut until quinoa is well coated.</li><li>7. Add water, cover and cook until water is absorbed and quinoa is well cooked. This may take about 10-15 minutes.</li><li>8. Garnish with more crushed pepper if required and serve hot.</li></ol>",https://spoonacular.com/recipeImages/653682-556x370.jpg
657610,https://www.foodista.com/recipe/BPRJNCSL/quick-n-easy-basil-pesto,Foodista,Quick N' Easy Basil Pesto,"Quick N' Easy Basil Pesto takes about  45 minutes  from beginning to end. This gluten free and primal recipe serves 8 and costs  $2.0 per serving . One serving contains  155 calories ,  5g of protein , and  14g of fat . It is brought to you by Foodista. Only a few people made this recipe, and 3 would say it hit the spot. If you have basil leaves, olive oil, garlic, and a few other ingredients on hand, you can make it. It works well as a condiment. Overall, this recipe earns a  super spoonacular score of 84% . <a href=""https://spoonacular.com/recipes/easy-basil-pesto-590703"">Easy Basil Pesto</a>, <a href=""https://spoonacular.com/recipes/how-to-make-easy-basil-pesto-921500"">How to Make Easy Basil Pesto</a>, and <a href=""https://spoonacular.com/recipes/awesomely-easy-basil-pesto-794646"">Awesomely Easy Basil Pesto</a> are very similar to this recipe.","8 cups of fresh basil leaves loosely packed, 8 cups of fresh basil leaves loosely packed, 1/2 cup olive oil, 3/4 cup Heaping of pine nuts, 2 cloves of garlic coarsely chopped, 3/4 cup grated Parmesan cheese",8,45,"In a food processor, alternate adding ingredients until blended smooth. Add more olive oil if the pesto isnt the correct consistency.
Use the pesto with 24 hrs or freeze scoops in plastic wrap lined muffin cups for later use.",https://spoonacular.com/recipeImages/657610-556x370.jpg
1096282,https://www.foodista.com/recipe/KZ73Y5YM/rustic-pasta-with-chunky-vegetables,Foodista,Rustic Pasta with Chunky Vegetables,"If you want to add more  lacto ovo vegetarian  recipes to your collection, Rustic Pasta with Chunky Vegetables might be a recipe you should try. This recipe serves 4 and costs $3.16 per serving. One portion of this dish contains around  23g of protein ,  34g of fat , and a total of  767 calories . It works well as a main course. 1 person has made this recipe and would make it again. A mixture of balsamic vinegar, carrots, extra virgin olive oil, and a handful of other ingredients are all it takes to make this recipe so scrumptious. It is brought to you by Foodista. From preparation to the plate, this recipe takes around  1 hour and 15 minutes . With a spoonacular  score of 87% , this dish is awesome. Similar recipes are <a href=""https://spoonacular.com/recipes/chunky-pasta-sauce-with-more-vegetables-than-meat-521442"">Chunky pasta sauce with more vegetables than meat</a>, <a href=""https://spoonacular.com/recipes/one-soup-two-ways-chunky-vegetables-and-cream-of-vegetables-653687"">One Soup, Two Ways: Chunky Vegetables and Cream Of Vegetables</a>, and <a href=""https://spoonacular.com/recipes/one-soup-two-ways-chunky-vegetables-and-cream-of-vegetables-1214909"">One Soup, Two Ways: Chunky Vegetables and Cream Of Vegetables</a>.","1 medium zucchini, cut into chunks, 2 carrots, peeled and cut into chunks, 1 small red onion, cut into 1/8th, 8 ounces cremini mushrooms, halved, 12 ounces asparagus spears, ends trimmed and cut into 1-inch pieces, 1/3 cup extra virgin olive oil, 1 tablespoon balsamic vinegar, 1 teaspoon fresh lemon juice, 1 teaspoon fresh minced thyme, 1 tablespoon fresh minced rosemary, ¼ teaspoon salt, ¼ teaspoon freshly ground black pepper, 2 tablespoons extra virgin olive oil, 2 shallots, minced, 3 tablespoons minced ginger, 4 cloves garlic, minced, 2 28-ounce cans crushed tomatoes, ¼ teaspoon saffron threads, 3 tablespoons mascarpone cheese, 12 ounce box whole wheat penne",4,75,"<ol><li>Heat oven to 400.</li><li>Place vegetables pieces in large bowl.</li><li>In a small bowl, whisk olive oil, herbs, salt, pepper, vinegar, and lemon juice.</li><li>Pour the liquid mixture over the vegetables and coat using tongs.</li><li>Place on baking sheet and set in the oven for about 30-40 minutes, until the vegetables have cooked through.</li><li>Set aside</li><li>Heat olive oil in a large pot over medium heat.</li><li>Add shallots and ginger and saut until the shallots are soft (about 3 minutes).</li><li>Meanwhile, bring a large pot of salted water to boil and cook pasta according to package directions.</li><li>Add garlic and saut until fragrant, about 1 minute.  Stir in the tomatoes and saffron threads.</li><li>Simmer for 20 minutes, until the flavors come together.</li><li>Stir in mascarpone cheese.</li><li>Add all the vegetables, herbs, and liquid left on the baking sheet to the sauce and heat.</li><li>Adjust salt and pepper to taste.</li><li>Toss the cooked pasta with the sauce.</li></ol>",https://spoonacular.com/recipeImages/1096282-556x370.jpg
715428,http://www.pinkwhen.com/baked-potato-soup-recipe/,Pink When,Baked Potato Soup,"Baked Potato Soup requires approximately  45 minutes  from start to finish. This recipe serves 6. One portion of this dish contains roughly  24g of protein ,  53g of fat , and a total of  839 calories . For  $1.76 per serving , this recipe  covers 30%  of your daily requirements of vitamins and minerals. This recipe from Pink When has 584 fans. It is perfect for  Autumn . A mixture of cheddar cheese, green onions, cream, and a handful of other ingredients are all it takes to make this recipe so flavorful. Plenty of people really liked this main course. Overall, this recipe earns a  spectacular spoonacular score of 93% . If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/loaded-baked-potato-soup-with-crispy-fried-potato-skins-1225793"">Loaded Baked Potato Soup with Crispy-Fried Potato Skins</a>, <a href=""https://spoonacular.com/recipes/loaded-baked-potato-soup-with-crispy-fried-potato-skins-1321105"">Loaded Baked Potato Soup with Crispy-Fried Potato Skins</a>, and <a href=""https://spoonacular.com/recipes/loaded-baked-potato-soup-with-crispy-fried-potato-skins-1218881"">Loaded Baked Potato Soup with Crispy-Fried Potato Skins</a>.","6 slices of bacon, 1 tsp black pepper, 2/3 cup butter, 2/3 cup flour, 4 green onions – chopped, 7 cups of milk, 4 large cooked and cubed potatoes, 1 tsp salt, 1 cup shredded cheddar cheese, 1 cup sour cream",6,45,,https://spoonacular.com/recipeImages/715428-556x370.jpg
659674,http://www.foodista.com/recipe/D7NJGN5C/seared-pork-chops-w-mango-salsa,Foodista,Seared Pork Chops W/ Mango Salsa,"Seared Pork Chops with Mango Salsan is a main course that serves 4. For  $3.33 per serving , this recipe  covers 34%  of your daily requirements of vitamins and minerals. One portion of this dish contains around  40g of protein ,  21g of fat , and a total of  428 calories . From preparation to the plate, this recipe takes approximately  45 minutes . Not a lot of people made this recipe, and 6 would say it hit the spot. It is a  pretty expensive  recipe for fans of Mexican food. If you have lime, cilantro, onion powder, and a few other ingredients on hand, you can make it. It is brought to you by Foodista. It is a good option if you're following a  gluten free, dairy free, and whole 30  diet. Taking all factors into account, this recipe  earns a spoonacular score of 89% , which is excellent. <a href=""https://spoonacular.com/recipes/seared-pork-chops-with-mango-salsa-1337499"">Seared Pork Chops with Mango Salsa</a>, <a href=""https://spoonacular.com/recipes/seared-pork-chops-with-mango-salsa-1506775"">Seared Pork Chops with Mango Salsa</a>, and <a href=""https://spoonacular.com/recipes/seared-pork-chops-with-mango-salsa-1352355"">Seared Pork Chops with Mango Salsa</a> are very similar to this recipe.","1 Green Bell Pepper De-seeded and cubed, black Pepper, 2 teaspoons Cayenne powder, Cilantro, 2 tablespoons Cumin, 1 tablespoon Garlic Powder, 1 Lime juiced, 1 Mango Peeled and cubed, 2 tablespoons Mustard powder, 1/2 Large Onion peeled and diced, 1 tablespoon Onion Powder, 4 6 oz pork chops, salt, 6 Scallions scallions thin sliced, 1 Tomato seeded and cubed, 2 tablespoons Vegetable Oil",4,45,"<ol><li>In a bowl thoroughly mix dry rub ingredients (cumin, mustard powder, cayenne, garlic powder, onion powder, 1 tablespoon salt, 2 teaspoons black pepper).</li><li>Dust and massage dry rub into pork chops, rest in fridge for about 10min</li><li>Prep mango, bell pepper, onion, scallions, tomato, and cilantro set aside.</li><li>Heat pan w/ oil to med high, sear pork chops. 2-3 minutes on each side.</li><li>Let pork chops rest 5-8 minutes before serving.</li><li>Take salsa bowl, add juice of a whole lime, add salt and pepper to taste.</li><li>Mix thoroughly</li><li>Place pork chop on plate and top with mango salsa.</li></ol>",https://spoonacular.com/recipeImages/659674-556x370.jpg
642556,http://www.foodista.com/recipe/W4B5S88Y/fall-farro-salad-with-pomegranate-walnut-truffles,Foodista,"Fall Farro Salad with Pomegranate, Walnut & Truffles","The recipe Fall Farro Salad with Pomegranate, Walnut & Truffles can be made  in roughly 1 hour and 15 minutes . For  $3.3 per serving , this recipe  covers 30%  of your daily requirements of vitamins and minerals. This main course has  722 calories ,  25g of protein , and  47g of fat  per serving. This recipe serves 4. It can be enjoyed any time, but it is especially good for  Autumn . 3 people were impressed by this recipe. It is brought to you by Foodista. If you have pomegranate, radicchio thinly, truffle mushroom, and a few other ingredients on hand, you can make it. Overall, this recipe earns a  tremendous spoonacular score of 86% . Similar recipes are <a href=""https://spoonacular.com/recipes/fall-farro-salad-30260"">Fall Farro Salad</a>, <a href=""https://spoonacular.com/recipes/fall-farro-salad-with-butternut-squash-1314479"">Fall Farro Salad with Butternut Squash</a>, and <a href=""https://spoonacular.com/recipes/fall-farro-salad-with-butternut-squash-823903"">Fall Farro Salad with Butternut Squash</a>.","1/3 cup extra virgin olive oil, 8 ounces (250 gr) farro or spelt, parmesan shaved into ribbons, 1 pomegranate, 1 small head of radicchio sliced thinly, salt and pepper, 1 truffle mushroom, 2-3 tablespoons (30ml) vinegar, 4 ounces (100gr) toasted walnuts",4,75,"<ol><li>In plenty of cold water boil farro until al dente (cooked but with a bite) - about 20-35 minutes. Feel free to add some vegetable scraps if available (unused piece of carrot, onion, celery, etc.) </li><li>Drain the farro in a colander &amp; remove vegetable scraps if used.  Allow to cool for a few minutes.</li><li>In a large separate bowl combine the farro with radicchio, nuts &amp; pomegranate seeds. Give it a good mix and season with salt &amp; pepper.</li><li>For the dressing: Drizzle over the salad a couple tablespoons of vinegar followed by three times the amount of extra virgin olive oil. </li><li>Give it another good mix.</li><li>To finish, give it a good shave of fresh truffles, if not available truffle salt or oil works well too. Top with a few pulls of a potato peeler across a wedge of parmesan.</li><li>Allow to sit for at least 20 minutes up to a day - it needs a little time for it to all come together.</li><li>Before serving - give it one last good stir, taste &amp; adjust the seasoning - making sure the dressing is balanced (not too vinegary or oily). </li></ol>",https://spoonacular.com/recipeImages/642556-556x370.jpg
643775,http://www.foodista.com/recipe/HFH8GVJS/fried-pumpkin-indian-style,Foodista,Indian-Style Pumpkin Side Dish,"If you want to add more  Indian  recipes to your recipe box, Indian-Style Pumpkin Side Dish might be a recipe you should try. For  48 cents per serving , you get a side dish that serves 12. Watching your figure? This gluten free, dairy free, paleolithic, and lacto ovo vegetarian recipe has  54 calories ,  2g of protein , and  1g of fat  per serving. If you have ginger, turmeric powder, chili peppers, and a few other ingredients on hand, you can make it. 1 person were glad they tried this recipe. From preparation to the plate, this recipe takes about  45 minutes . It is brought to you by Foodista. Overall, this recipe earns an  amazing spoonacular score of 87% . Try <a href=""https://spoonacular.com/recipes/indian-style-pumpkin-side-dish-1597241"">Indian-Style Pumpkin Side Dish</a>, <a href=""https://spoonacular.com/recipes/kovakkai-tindora-dondakaya-curry-south-indian-side-dish-s-564780"">Kovakkai (Tindora/Dondakaya) Curry | South Indian Side Dish s</a>, and <a href=""https://spoonacular.com/recipes/flemish-style-asparagus-side-dish-643096"">Flemish Style Asparagus Side Dish</a> for similar recipes.","1 tablespoon coriander powder, 2 sprigs curry leaves, discard stalks, 5 dried chili peppers, 2 tablespoons grated ginger, 2 tablespoons mustard seeds, 2 large onions, finely chopped, 1 small pumpkin, 1 tablespoon turmeric powder",12,45,"<ol><li>Heat oil in pan and stir in curry leaves, mustard seeds and dried chillies until the mustard seeds start to pop. </li><li>Remove chillies.</li><li>Add chopped onions and grated ginger and fry until onions are soft.</li><li>Toss in diced pumpkin, turmeric powder and coriander powder and stir to combine.</li><li>Add about a half cup of water, stir and simmer covered, until liquid evaporates and pumpkin turns soft. </li><li>If needed, add more water, cover and simmer until the desired texture. Do not put in too much water or pumpkin will become mushy.</li><li>Add salt to taste.(Sprinkle with some chopped fresh coriander if desired)</li></ol>",https://spoonacular.com/recipeImages/643775-556x370.jpg
632590,https://www.foodista.com/recipe/BVKG5VJM/apple-roasted-pork-loin,Foodista,Apple Roasted Pork Loin,"If you have around  45 minutes  to spend in the kitchen, Apple Roasted Pork Loin might be an outstanding  gluten free, dairy free, paleolithic, and primal  recipe to try. For  $3.54 per serving , you get a main course that serves 6. One portion of this dish contains around  51g of protein ,  17g of fat , and a total of  512 calories . If you have pepper, sea salt, five spice powder, and a few other ingredients on hand, you can make it. Only a few people made this recipe, and 7 would say it hit the spot. It is brought to you by Foodista. Overall, this recipe earns an  outstanding spoonacular score of 87% . Similar recipes are <a href=""https://spoonacular.com/recipes/apple-roasted-pork-loin-1626265"">Apple Roasted Pork Loin</a>, <a href=""https://spoonacular.com/recipes/roasted-pork-loin-with-apple-onion-dried-plum-stuffing-45905"">Roasted Pork Loin With Apple, Onion & Dried Plum Stuffing</a>, and <a href=""https://spoonacular.com/recipes/roasted-pork-loin-with-roasted-garlic-vinaigrette-293351"">Roasted Pork Loin with Roasted Garlic Vinaigrette</a>.","3 pounds pork loin, 3 large Granny Smith apples, peeled and cored, 3 tablespoons olive oil, 2 cloves minced garlic, 1/2 cup honey, 1/4 cup apple cider vinegar, 1/2 teaspoon pepper, 1/4 teaspoon sea salt, 1 teaspoon Chinese five spice powder, 1/2 teaspoon freshly grated nutmeg",6,45,"<p>Apple Roasted Pork Loin</p><p>Apples and pork is a pretty traditional combination and I couldn't count the number of ways I've put the two together in the past but this one is a little different. The Granny Smith apples are diced quite small and then cooked in a reduction of honey, apple cider vinegar and spices. Granny Smiths are good to use because they won't break down into apple sauce during the cooking. The cooked apples are then used as a top crust and glaze for the roast pork. Some garlic roast potatoes and steamed veggies completed a wonderful family meal. Here's your Sunday supper!</p><p>Lb pork loin or rib roast</p><p>Season the pork with salt and pepper and open roast on a rack in a roasting pan at 375 degrees F for about a half hour.</p><p>Meanwhile dice very small, (about a 1/4 inch dice)</p><p>Large Granny Smith apples, peeled and cored</p><p>In a large saute pan over medium heat add:</p><p>Tbsp olive oil</p><p>Cloves minced garlic</p><p>Cook for a minute or two to soften but not brown the garlic. Add:</p><p>Cup honey</p><p>Cup apple cider vinegar</p><p>Tsp pepper</p><p>Tsp sea salt</p><p>Teaspoon Chinese five spice powder</p><p>Tsp freshly grated nutmeg</p><p>Bring the mixture to a boil and simmer until the volume is reduced by about half. Increase the heat to mediun-high. Add the diced apple and cook, stirring occasionally until most of the liquid has reduced off.</p><p>After half an hour in the oven, take the roast out and spoon the apples all over the top. Return the roast to the oven, reduce the heat to 350 degrees F and cook uncovered until the internal temperature reaches 170 degrees F on a meat thermomether inserted into the center of the roast. Allow the pork to rest for about 15 minutes before carving and serving.</p>",https://spoonacular.com/recipeImages/632590-556x370.jpg
715596,http://www.pinkwhen.com/learning-to-live-healthier/,Pink When,Learning to live healthier,"Learning to live healthier is a main course that serves 2. One portion of this dish contains roughly  69g of protein ,  44g of fat , and a total of  713 calories . For  $5.26 per serving , this recipe  covers 35%  of your daily requirements of vitamins and minerals. This recipe is liked by 28 foodies and cooks. From preparation to the plate, this recipe takes about  45 minutes . If you have pineapple pepper beef, pomegranate chicken, plum ginger grain-crusted fish, and a few other ingredients on hand, you can make it. It is a good option if you're following a  gluten free, dairy free, paleolithic, and primal  diet. It is brought to you by Pink When. With a spoonacular  score of 89% , this dish is great. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/easy-leftover-turkey-soup-fitstar-inspiring-people-to-live-healthier-lives-694925"">Easy Leftover Turkey Soup - FitStar - Inspiring people to live healthier lives</a>, <a href=""https://spoonacular.com/recipes/easy-leftover-turkey-soup-fitstar-inspiring-people-to-live-healthier-lives-1199901"">Easy Leftover Turkey Soup - FitStar - Inspiring people to live healthier lives</a>, and <a href=""https://spoonacular.com/recipes/easy-leftover-turkey-soup-fitstar-inspiring-people-to-live-healthier-lives-1232897"">Easy Leftover Turkey Soup - FitStar - Inspiring people to live healthier lives</a>.","Pineapple Black Pepper Beef, Pomegranate Chicken, Plum Ginger Grain-Crusted Fish, Honey Citrus Chicken, Roasted Red Pepper Chicken, Lemongrass Salmon",2,45,,https://spoonacular.com/recipeImages/715596-556x370.jpg
645711,http://www.foodista.com/recipe/R25T76VX/grilled-fish-tacos-w-spicy-tequila-lime-guacamole,Foodista,Grilled Fish Tacos W/ Spicy Tequila-Lime Guacamole,"Grilled Fish Tacos with Spicy Tequila-Lime Guacamole requires around  45 minutes  from start to finish. This recipe makes 4 servings with  583 calories ,  54g of protein , and  23g of fat  each. For  $5.53 per serving , this recipe  covers 35%  of your daily requirements of vitamins and minerals. This recipe is liked by 1 foodies and cooks. Not a lot of people really liked this Mexican dish. If you have lime juice, olive oil, onion, and a few other ingredients on hand, you can make it. It works well as an expensive main course. It is brought to you by Foodista. It is perfect for  The Fourth Of July . It is a good option if you're following a  pescatarian  diet. Taking all factors into account, this recipe  earns a spoonacular score of 87% , which is amazing. Users who liked this recipe also liked <a href=""https://spoonacular.com/recipes/grilled-tequila-lime-fish-tacos-361633"">Grilled Tequila Lime Fish Tacos</a>, <a href=""https://spoonacular.com/recipes/tequila-lime-fish-tacos-446316"">tequila lime fish tacos</a>, and <a href=""https://spoonacular.com/recipes/tequila-lime-fish-tacos-with-kale-812061"">Tequila Lime Fish Tacos with Kale</a>.","1 ripe avocado, pitted and scooped from skin, 2 pounds white flaky fish (halibut, cod, etc.), 8 soft taco flour tortillas, 2 tablespoons fresh cilantro, minced, 1 small jalapeno, seeded and finely minced (use more or less based on personal preference), 1 cup shredded lettuce, 1 tablespoon fresh lime juice, 1 tablespoon lime zest, 1/4 cup nonfat Greek yogurt, 2 tablespoons olive oil, 2 tablespoons onion, finely diced, Salt and pepper, to taste, 1 tablespoon clear tequila, 3 tomatoes seeded, diced fine",4,45,"<ol><li>Using a fork or potato masher, mash avocado in a bowl.</li><li>Add yogurt, lime juice, lime zest and tequila; mix well.</li><li>Add jalapeno, onion, salt/pepper and cilantro; stir until all ingredients are incorporated and smooth.</li><li>Adjust seasonings if desired.</li><li>Pour finished guacamole into serving bowl; set aside.</li><li>Preheat a grill pan to med-high heat.</li><li>Drizzle fish on each side with olive oil and season with salt and pepper.</li><li>Grill fish on each side until opaque, about 4 mins.</li><li>Remove fish from grill and flake into large chunks with a fork.</li><li>Heat tortillas on the grill pan until blisters form.</li><li>To assemble tacos, spread a dollop of guacamole onto tortilla, add fish, and top with shredded lettuce and chopped tomatoes (or whatever toppings you prefer).</li><li>Optional: squeeze additional lime juice over the fish.</li><li>Enjoy with a Mexican beer or tasty margarita! :)</li><li>Note: if you have any leftover guacamole, serve it as a dip with tortilla chips!</li></ol>",https://spoonacular.com/recipeImages/645711-556x370.jpg
645863,http://www.foodista.com/recipe/PZXDHYHM/grilled-salmon-with-mango-salsa,Foodista,Grilled Salmon With Mango Salsa,"The recipe Grilled Salmon With Mango Salsa could satisfy your Mexican craving in about  45 minutes . For  $9.71 per serving , this recipe  covers 42%  of your daily requirements of vitamins and minerals. This main course has  727 calories ,  52g of protein , and  14g of fat  per serving. This recipe serves 4. If you have cilantro, finely-chopped pineapple, salt, and a few other ingredients on hand, you can make it.  The Fourth Of July  will be even more special with this recipe. 1 person has tried and liked this recipe. It is brought to you by Foodista. It is a good option if you're following a  gluten free, dairy free, paleolithic, and primal  diet. With a spoonacular  score of 88% , this dish is tremendous. If you like this recipe, take a look at these similar recipes: <a href=""https://spoonacular.com/recipes/grilled-salmon-with-mango-salsa-1301765"">Grilled Salmon with Mango Salsa</a>, <a href=""https://spoonacular.com/recipes/grilled-salmon-with-mango-salsa-1301873"">Grilled Salmon with Mango Salsa</a>, and <a href=""https://spoonacular.com/recipes/grilled-salmon-with-mango-salsa-1301957"">Grilled Salmon with Mango Salsa</a>.","1/4 cup chopped cilantro, 2 cups finely-diced ripe mango, juice of half a lime, 1/4 cup finely-chopped red onion, 1 cup finely-chopped fresh pineapple, 2 pounds skin-on salmon fillet cut in 4 pieces, Salt",4,45,"<ol><li>To make salsa: In bowl, combine mango, pineapple, onion, cilantro and lime juice. Season to taste with salt. Set aside 20 minute to 1 hour, to blend.</li><li>Heat grill to medium-high. Season salmon with salt and pepper. Place fish on hot grill, skin-side down, and cook 5 minutes. Do not worry if skin is blackened. Turn and grill fish until it is no longer raw in center, about 3 minutes, depending on thickness of the fish.</li><li>To serve, place piece of grilled salmon in center of each of 4 dinner plates. Arrange about 1/4 cup salsa along either side of fish.</li><li>This recipe yields 4 servings.</li></ol>",https://spoonacular.com/recipeImages/645863-556x370.jpg
638764,https://www.foodista.com/recipe/TTW5KQMM/chipotle-turkey-chili,Foodista,Chipotle Turkey Chili,"Chipotle Turkey Chili might be just the  American  recipe you are searching for. This recipe serves 4 and costs $4.81 per serving. This main course has  549 calories ,  52g of protein , and  22g of fat  per serving. 1 person found this recipe to be scrumptious and satisfying. It is perfect for  The Super Bowl . It is brought to you by Foodista. A mixture of chicken stock, garlic, extra virgin olive oil, and a handful of other ingredients are all it takes to make this recipe so yummy. From preparation to the plate, this recipe takes around  45 minutes . It is a good option if you're following a  gluten free  diet. Taking all factors into account, this recipe  earns a spoonacular score of 83% , which is excellent. Try <a href=""https://spoonacular.com/recipes/quick-easy-chipotle-turkey-chili-for-a-chili-cook-off-492881"">Quick & Easy Chipotle Turkey Chili for a Chili Cook-Off</a>, <a href=""https://spoonacular.com/recipes/chipotle-turkey-chili-1263215"">Chipotle Turkey Chili</a>, and <a href=""https://spoonacular.com/recipes/chipotle-turkey-chili-171623"">Chipotle Turkey Chili</a> for similar recipes.","1 large poblano pepper, 1 jalapeno pepper, Extra virgin olive oil, 1 large yellow onion, chopped, 3 cloves garlic, minced, 1 1/2 pounds ground lean turkey, 3 tablespoons chili powder (I used Medium Hatch Chili Powder), 2 chipotle peppers in adobo sauce, chopped, 2 chipotle peppers in adobo sauce, chopped, 1 tablespoon adobo sauce from can of chipotle peppers, 1 tablespoon adobo sauce from can of chipotle peppers, 1/2 cup chicken stock, 14 1/2 oz can kidney beans, drained and rinsed, 28 oz. can crushed tomatoes, salt and pepper, sour cream, for serving, chopped parsley, for serving",4,45,"Preheat oven to 400 degrees F. Place poblano and jalapeno peppers on a baking sheet lined with foil, drizzle with olive oil, and rub to coat. Roast peppers in oven about 30 minutes, turning once during roasting. Remove from oven, immediately wrap loosely in foil, and let sit 15-30 minutes. Peel off and discard the skin. Remove the seeds and ribs, and discard. Dice peppers and set aside.
Heat 2 Tbsp olive in in a large pot over medium heat. Add onion and garlic and saute until softened, 5 to 8 minutes. Add ground turkey and heat until cooked through, breaking up into pieces and stirring occasionally as it cooks. Season with salt and pepper. Once cooked, add chili powder, chipotle peppers, jalapeno and poblano peppers, and adobo sauce. Stir to combine then add chicken stock, beans, and tomatoes. Cover, reduce heat to low, and let cook at least 1 to 2 hours, stirring ocassionally. Season with salt, pepper, and chili powder to taste before serving.
Serve in bowls topped with sour cream and chopped fresh parsley.",https://spoonacular.com/recipeImages/638764-556x370.jpg
